NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO
511.2,524.5,525.2,468.9,600.0
517.4,524.9,527.1,542.9,480.0
446.1,499.5,494.9,510.2,320.0
431.6,500.0,418.5,383.0,360.0
381.9,499.0,431.4,527.0,560.0
443.3,632.6,554.3,528.5,520.0
387.6,493.1,397.7,439.6,760.0
459.9,519.4,484.8,423.8,540.0
458.6,680.1,619.4,739.4,740.0
678.6,710.6,664.8,722.2,880.0
514.6,637.0,579.6,576.7,480.0
429.9,592.3,608.7,583.2,580.0
601.1,618.6,590.8,670.7,580.0
424.7,411.7,483.1,539.8,640.0
578.3,669.0,588.5,527.9,680.0
449.9,516.6,504.0,432.5,520.0
571.4,534.2,510.8,481.0,280.0
592.0,638.9,583.5,730.7,580.0
576.6,480.7,574.0,398.7,600.0
458.3,514.7,402.2,420.8,480.0
622.9,644.9,677.8,707.9,720.0
563.7,549.0,486.4,502.2,360.0
509.7,587.5,582.1,530.3,480.0
506.1,577.7,474.9,458.4,340.0
587.8,711.3,649.7,779.0,880.0
400.6,406.6,430.2,402.0,240.0
409.0,552.2,448.7,547.7,0.0
544.5,621.2,544.9,560.0,600.0
506.1,603.3,545.8,532.7,800.0
541.8,590.4,565.3,569.5,520.0
662.5,706.4,650.2,772.5,660.0
465.4,562.6,561.0,482.2,360.0
428.8,609.4,577.2,544.6,440.0
504.9,475.2,513.8,516.8,800.0
425.7,603.2,430.9,506.2,560.0
428.6,498.2,399.3,531.3,580.0
485.5,638.0,595.5,605.2,640.0
440.1,589.6,529.9,533.8,540.0
472.7,487.4,512.9,551.6,820.0
435.8,587.9,577.5,411.6,360.0
451.3,626.1,597.6,639.4,600.0
555.7,654.5,556.7,624.9,680.0
470.0,590.6,599.2,658.6,580.0
525.8,481.7,454.5,452.2,520.0
536.8,631.4,564.7,487.8,760.0
476.3,579.2,578.3,582.4,840.0
466.9,598.4,549.0,533.4,440.0
422.9,647.7,555.3,501.1,300.0
646.2,652.5,568.3,710.5,900.0
592.4,645.6,592.2,545.9,620.0
444.3,494.0,406.1,453.3,420.0
476.7,558.4,585.8,610.2,0.0
467.4,477.3,436.9,413.3,480.0
509.6,611.5,624.8,549.5,580.0
450.7,622.5,585.0,524.2,380.0
562.1,643.6,546.5,574.8,700.0
473.3,542.9,484.5,455.0,360.0
599.1,674.7,669.1,699.7,640.0
497.1,526.8,526.7,495.0,360.0
434.2,473.1,466.0,453.1,360.0
379.3,612.7,540.4,468.7,300.0
456.3,531.6,447.2,468.1,320.0
482.6,604.2,556.0,481.3,480.0
482.8,475.1,504.8,543.7,340.0
531.9,590.9,558.5,483.1,460.0
448.4,600.3,545.2,506.5,560.0
585.0,637.2,575.9,534.7,740.0
460.1,402.1,466.6,473.3,0.0
591.1,639.4,621.3,483.5,520.0
569.5,587.5,555.3,425.7,540.0
733.8,688.6,635.4,811.1,960.0
522.0,656.0,544.2,550.3,680.0
464.2,536.1,519.6,472.4,360.0
393.0,603.5,507.1,515.7,800.0
579.0,607.2,600.1,515.9,720.0
452.0,424.4,401.3,443.8,520.0
658.7,673.9,622.9,705.8,640.0
556.4,465.2,599.3,529.5,540.0
541.5,446.0,462.0,480.5,360.0
411.9,440.6,421.2,386.8,360.0
544.3,480.8,371.9,447.9,380.0
645.9,680.9,629.9,748.2,580.0
484.8,499.9,517.4,414.5,560.0
445.2,534.5,506.2,558.0,540.0
428.2,444.0,463.0,431.2,360.0
570.3,651.6,574.5,604.9,800.0
539.4,615.0,571.8,453.1,620.0
433.9,452.0,387.1,554.1,480.0
577.5,589.0,539.5,510.8,760.0
452.9,513.0,518.2,565.7,640.0
589.4,577.6,560.6,674.9,780.0
493.7,613.3,601.7,510.8,500.0
460.8,599.9,582.3,430.5,560.0
477.4,516.0,554.5,596.3,500.0
434.3,431.3,394.8,467.8,400.0
485.9,479.8,484.2,382.8,300.0
475.1,475.8,539.6,425.2,0.0
483.1,566.8,551.5,431.8,500.0
498.0,583.4,512.7,624.5,440.0
562.5,634.2,612.9,603.1,500.0
440.3,439.1,474.7,551.5,280.0
501.0,624.8,595.8,517.1,580.0
441.1,582.7,530.5,437.7,540.0
448.3,626.8,515.6,593.2,780.0
408.8,578.2,525.8,445.0,360.0
374.3,507.8,452.4,455.2,500.0
387.6,545.8,454.4,608.2,360.0
438.9,561.9,523.4,492.1,380.0
495.6,606.5,596.5,626.3,580.0
506.3,611.3,605.6,559.1,560.0
487.0,562.3,558.2,604.8,360.0
542.3,613.3,513.6,442.1,400.0
535.2,625.2,546.8,420.7,540.0
462.5,505.5,507.4,381.4,360.0
501.3,536.6,398.7,389.6,220.0
492.6,625.8,583.3,569.7,600.0
520.6,584.9,525.8,462.6,380.0
379.3,608.5,436.3,467.7,320.0
505.8,541.5,556.0,594.8,340.0
643.2,694.1,627.5,756.3,580.0
445.9,649.9,572.6,742.7,540.0
405.9,614.0,527.7,558.6,560.0
522.7,402.9,534.5,586.8,520.0
453.4,532.7,500.7,400.3,440.0
455.8,632.3,589.2,398.3,640.0
430.3,623.4,564.9,508.2,580.0
496.9,491.8,505.2,601.9,380.0
611.4,699.6,718.4,613.8,780.0
578.4,664.4,592.0,679.9,880.0
457.2,532.1,491.1,555.7,420.0
497.3,648.2,611.5,639.0,360.0
588.4,609.7,506.6,507.0,720.0
641.3,693.9,616.2,809.9,780.0
421.0,484.3,450.7,542.3,580.0
545.2,594.1,496.3,635.7,960.0
508.8,649.7,583.8,633.7,520.0
602.2,628.3,566.5,498.2,340.0
440.1,540.4,427.9,561.3,360.0
562.6,595.8,493.0,524.8,660.0
468.2,632.7,571.2,607.8,620.0
562.0,588.1,577.6,444.1,640.0
442.2,564.7,537.0,396.2,340.0
632.7,699.3,642.3,730.1,700.0
404.8,542.4,502.1,413.2,420.0
445.0,414.8,359.1,550.2,640.0
462.5,599.2,562.8,573.7,620.0
451.5,579.8,472.3,687.4,460.0
489.8,599.9,474.2,385.0,260.0
519.1,435.5,535.9,555.4,360.0
493.8,605.9,520.5,422.3,600.0
494.0,676.7,573.0,496.8,500.0
417.0,633.1,585.0,698.3,360.0
580.3,648.9,652.1,650.2,360.0
526.6,439.0,409.9,448.2,460.0
430.5,450.4,532.6,450.2,620.0
574.9,624.9,499.9,492.6,520.0
427.3,595.5,503.3,555.6,560.0
497.9,472.6,550.6,537.4,640.0
592.6,644.8,670.6,637.1,720.0
387.3,439.7,432.8,518.9,0.0
506.6,653.4,643.8,459.2,820.0
502.5,568.4,444.6,463.3,560.0
425.8,616.0,500.8,495.9,280.0
539.3,634.8,634.7,549.0,660.0
415.1,477.8,496.9,608.1,520.0
408.9,508.3,486.6,454.1,460.0
462.7,545.8,519.8,417.7,540.0
410.7,452.7,395.5,425.4,0.0
454.3,520.4,515.6,441.0,340.0
614.9,619.5,546.7,684.7,360.0
454.9,404.0,453.3,443.1,580.0
543.9,551.8,494.7,434.8,300.0
465.9,558.4,573.9,433.3,360.0
405.9,614.6,619.4,443.8,820.0
583.1,621.4,613.4,757.8,580.0
509.2,652.1,599.7,501.6,480.0
543.4,562.5,601.1,573.4,760.0
535.2,656.1,623.0,605.8,600.0
606.7,649.2,546.2,714.0,700.0
411.7,574.5,511.5,623.1,420.0
457.2,623.5,578.7,451.1,640.0
582.8,703.9,663.3,727.7,500.0
436.5,555.6,601.6,533.7,600.0
510.4,577.7,441.3,455.1,240.0
426.3,533.8,537.7,540.3,320.0
470.7,591.1,577.6,424.3,620.0
658.4,675.0,657.3,639.2,940.0
456.2,455.9,336.7,550.1,380.0
410.8,519.0,590.0,597.1,680.0
459.4,615.7,540.9,546.9,560.0
597.6,656.8,574.5,600.0,520.0
606.5,693.1,657.9,834.6,720.0
419.4,546.2,470.0,440.3,520.0
518.4,519.0,394.5,444.1,260.0
447.0,513.0,463.8,411.0,520.0
617.4,672.4,577.4,485.2,800.0
546.6,425.4,411.0,399.1,560.0
572.6,669.7,652.0,673.3,920.0
459.2,484.2,368.5,435.6,260.0
594.2,605.4,611.9,478.6,740.0
445.2,606.3,556.2,461.9,680.0
498.5,489.5,535.9,488.6,360.0
383.1,522.8,395.4,380.1,260.0
549.9,608.9,590.2,664.3,560.0
510.0,626.6,581.0,406.1,600.0
422.2,568.8,591.6,584.5,760.0
389.3,527.1,492.6,378.8,520.0
552.4,556.0,521.9,529.4,340.0
518.0,590.0,454.7,555.6,480.0
414.6,428.1,391.3,536.2,480.0
485.0,622.0,470.9,488.2,900.0
594.8,654.1,617.4,696.0,780.0
505.2,638.7,554.6,599.3,660.0
434.0,575.0,511.0,506.2,340.0
473.4,475.2,433.1,400.6,360.0
492.3,592.0,539.7,440.0,360.0
424.2,614.7,529.3,417.7,600.0
596.5,647.1,613.4,550.4,640.0
551.8,665.6,654.7,628.5,780.0
466.5,477.3,371.0,414.9,520.0
652.3,690.7,616.6,725.3,920.0
471.9,490.7,469.2,514.9,300.0
388.7,494.3,465.0,398.8,540.0
508.2,532.6,496.8,528.4,380.0
578.2,669.2,616.1,773.0,680.0
595.1,698.2,623.2,755.1,880.0
660.9,705.2,566.6,798.7,940.0
598.0,578.9,522.0,638.8,720.0
489.9,606.8,578.0,557.6,520.0
699.8,738.3,679.2,753.4,960.0
497.9,623.8,530.8,686.0,760.0
543.2,459.5,432.7,512.0,280.0
500.7,404.8,423.6,542.4,240.0
381.3,505.0,484.8,496.2,400.0
437.5,488.2,445.7,456.6,320.0
428.0,536.0,519.5,511.0,540.0
544.0,623.1,563.1,493.6,380.0
577.9,623.4,593.8,737.2,660.0
506.5,520.9,468.8,445.6,440.0
554.4,630.4,581.0,462.8,580.0
595.3,618.5,577.1,716.6,720.0
514.7,650.7,625.9,812.9,360.0
436.1,493.6,463.9,476.4,340.0
381.7,579.1,501.9,522.7,420.0
540.8,535.4,419.5,573.9,600.0
665.6,677.1,689.3,699.0,940.0
490.3,563.7,517.9,644.0,660.0
457.6,448.4,418.1,476.1,360.0
475.8,649.2,661.7,565.9,600.0
616.8,698.4,624.0,644.8,480.0
564.9,568.2,509.7,570.3,300.0
499.2,619.8,556.5,555.7,680.0
509.3,645.4,590.2,503.6,880.0
469.6,471.6,515.2,611.2,620.0
390.3,536.7,492.9,455.4,440.0
623.7,661.1,585.8,676.2,620.0
405.3,525.2,474.3,397.5,340.0
437.6,457.4,520.9,400.8,520.0
507.3,417.7,585.8,583.9,640.0
510.2,640.4,566.5,414.6,580.0
606.2,610.9,517.1,723.4,660.0
445.8,627.9,566.3,613.7,520.0
383.9,444.7,506.5,662.7,420.0
649.5,682.7,607.3,699.9,840.0
583.4,604.4,557.6,633.7,600.0
463.0,565.6,414.3,374.2,440.0
396.4,412.5,434.4,490.2,320.0
484.5,612.4,410.1,418.4,880.0
492.9,546.4,537.6,439.9,660.0
614.9,663.5,583.3,724.0,620.0
439.6,646.7,625.0,504.4,720.0
394.1,500.6,403.0,550.0,300.0
635.9,637.6,562.3,684.4,840.0
549.0,553.6,497.9,485.9,540.0
524.8,583.1,501.7,552.0,300.0
507.3,595.8,499.7,547.5,560.0
530.2,623.6,544.1,458.8,600.0
530.7,633.2,585.8,466.4,600.0
550.7,686.6,661.5,475.6,840.0
485.8,438.8,528.9,458.5,320.0
422.2,612.3,561.9,572.2,920.0
444.6,627.2,545.3,519.0,700.0
600.0,586.4,502.2,522.0,600.0
486.3,624.4,520.3,591.9,600.0
437.4,506.0,548.7,512.7,380.0
595.9,703.6,678.2,613.9,540.0
590.3,597.9,580.6,677.3,740.0
387.4,463.8,407.8,386.3,480.0
441.1,589.1,559.4,666.4,600.0
422.5,464.0,519.2,512.7,500.0
602.1,622.0,588.5,636.7,300.0
439.1,507.7,524.1,455.0,560.0
489.8,602.3,568.2,411.6,740.0
497.7,406.5,510.7,696.8,760.0
632.5,731.6,679.8,738.3,920.0
503.8,416.5,448.5,496.1,340.0
580.8,631.7,570.2,698.9,360.0
504.5,626.4,575.5,601.5,780.0
584.3,622.7,592.4,600.2,440.0
476.4,565.2,544.2,432.7,540.0
628.0,676.2,631.7,657.3,660.0
437.3,493.6,477.6,389.6,300.0
554.6,607.8,580.8,552.5,680.0
439.7,612.9,628.1,589.6,500.0
388.6,537.7,462.0,449.7,340.0
543.2,632.4,580.3,656.2,920.0
579.2,639.3,639.6,708.2,520.0
540.6,633.4,529.5,629.1,680.0
478.7,525.1,386.5,403.2,380.0
548.5,560.7,555.9,607.8,640.0
430.5,482.0,418.3,448.2,520.0
565.2,442.5,643.5,667.9,680.0
558.7,658.6,613.3,508.6,600.0
479.8,557.9,539.7,602.0,360.0
564.0,648.4,557.7,474.7,560.0
592.8,662.3,644.2,540.6,680.0
482.9,558.4,558.4,567.4,0.0
535.9,492.5,432.9,634.3,280.0
449.2,587.1,500.7,384.9,480.0
607.0,697.3,602.8,681.1,640.0
509.4,631.3,591.2,588.6,420.0
385.5,613.6,561.4,412.1,560.0
561.0,571.1,439.7,508.5,300.0
522.6,515.3,432.7,407.2,380.0
506.6,643.9,563.8,601.7,580.0
551.9,675.0,634.9,710.6,820.0
387.0,612.0,571.4,410.2,360.0
514.3,621.8,527.3,498.6,500.0
392.3,505.2,600.7,463.7,560.0
425.0,417.0,411.7,437.5,240.0
594.0,613.4,556.6,564.2,840.0
508.5,643.3,535.6,588.6,620.0
513.4,626.6,522.1,459.2,720.0
489.8,608.8,553.9,525.1,320.0
700.6,684.2,609.9,749.5,940.0
505.0,610.0,537.7,708.3,640.0
477.2,546.8,433.8,384.4,0.0
510.6,598.9,553.2,661.4,580.0
569.5,655.0,614.3,592.7,380.0
540.1,636.7,541.2,617.0,560.0
499.6,615.2,532.1,420.7,620.0
468.5,584.0,497.2,513.8,340.0
395.6,433.0,422.6,430.7,200.0
366.7,502.0,412.8,429.4,320.0
426.4,585.9,558.2,538.2,560.0
407.5,529.5,445.9,461.4,540.0
457.8,529.3,463.3,480.7,340.0
624.8,684.3,627.8,718.4,700.0
410.8,553.8,572.8,539.9,240.0
567.3,606.8,589.8,457.7,620.0
502.8,621.5,575.6,496.4,560.0
485.2,613.3,552.5,659.4,740.0
415.2,519.3,419.2,460.4,500.0
431.8,449.6,481.8,402.3,360.0
529.8,624.3,553.9,544.9,840.0
370.2,539.8,488.0,467.6,640.0
553.1,652.2,604.5,606.1,780.0
542.2,634.7,596.3,448.3,600.0
387.4,607.9,532.7,460.7,260.0
498.5,589.7,529.2,449.5,460.0
399.1,592.7,511.2,532.2,360.0
613.1,618.2,504.6,491.4,300.0
411.8,443.1,434.0,485.8,320.0
554.7,609.6,567.9,546.2,660.0
536.6,589.0,539.7,401.8,320.0
432.6,622.8,543.4,588.5,560.0
471.6,557.7,530.0,541.4,480.0
428.8,598.8,536.0,659.9,560.0
553.3,601.3,586.7,459.1,480.0
505.5,575.1,440.5,416.4,440.0
418.2,572.8,469.5,453.0,140.0
420.8,431.5,330.8,476.1,0.0
414.4,481.2,524.3,477.3,460.0
589.3,568.0,571.7,551.7,820.0
376.8,529.3,474.0,535.5,280.0
508.2,535.4,530.3,462.2,300.0
531.3,582.6,526.9,526.9,320.0
473.4,619.1,556.4,558.9,520.0
473.3,585.0,516.1,537.4,680.0
451.5,502.6,512.1,405.0,540.0
621.7,614.5,631.6,476.3,400.0
401.0,405.3,390.5,402.9,320.0
657.7,621.0,578.9,638.2,860.0
416.9,460.3,402.6,449.2,280.0
457.0,610.8,538.1,456.5,580.0
473.5,527.4,450.9,652.2,520.0
455.4,532.3,494.4,618.1,380.0
609.5,691.9,619.1,693.3,680.0
455.2,651.5,562.0,473.1,560.0
406.3,466.0,484.8,401.0,320.0
387.7,563.2,488.4,521.8,580.0
502.6,465.2,342.0,434.8,560.0
448.0,418.0,410.4,534.2,0.0
459.7,592.5,523.8,535.1,600.0
546.2,585.1,482.1,580.1,700.0
491.4,448.9,445.3,409.5,520.0
555.1,656.5,616.6,645.6,540.0
582.9,625.8,586.4,607.9,720.0
428.2,471.3,411.7,458.5,420.0
409.4,594.8,553.5,474.2,860.0
468.2,617.6,535.0,499.2,640.0
439.7,494.5,508.7,477.2,0.0
653.3,654.8,630.1,780.9,800.0
460.9,495.0,538.3,515.5,560.0
529.6,544.5,498.7,483.7,0.0
397.2,640.8,576.0,591.9,500.0
741.7,700.0,648.8,843.5,920.0
510.5,496.7,510.3,499.3,400.0
378.6,599.1,386.2,484.1,360.0
395.4,575.4,436.5,413.4,580.0
427.0,562.8,472.6,542.8,560.0
430.2,507.1,390.9,549.6,280.0
530.2,593.7,570.3,541.4,320.0
534.7,610.8,562.1,671.6,740.0
519.1,514.9,559.9,673.8,600.0
427.4,595.1,516.5,510.9,320.0
541.0,654.1,493.0,496.8,260.0
592.6,608.8,571.8,533.6,760.0
461.4,454.7,361.0,563.5,480.0
425.5,540.5,574.3,570.0,640.0
523.2,618.5,596.1,566.4,560.0
494.9,548.9,499.4,536.9,320.0
395.4,517.2,536.1,414.6,420.0
490.7,615.4,514.1,456.1,520.0
419.0,616.0,492.2,453.8,580.0
455.7,513.2,367.1,415.4,340.0
428.5,543.3,421.3,468.0,440.0
458.3,550.1,507.5,632.4,420.0
399.9,652.9,568.4,574.5,360.0
573.8,561.3,530.7,602.8,760.0
473.1,542.9,449.6,553.4,340.0
492.7,519.1,522.2,454.1,580.0
507.6,623.4,545.3,673.2,620.0
429.9,401.2,448.3,512.9,520.0
428.0,501.0,488.1,612.1,320.0
573.5,672.3,632.0,710.2,660.0
466.9,587.3,517.2,412.9,340.0
465.4,642.2,571.9,530.0,660.0
466.8,491.3,534.1,510.5,340.0
463.9,455.2,453.1,480.3,300.0
514.9,648.0,606.5,552.7,800.0
477.0,620.2,464.7,537.5,560.0
481.3,678.4,657.3,667.7,720.0
457.1,583.0,508.3,537.3,620.0
667.2,696.0,635.1,790.1,800.0
484.3,552.5,446.1,585.0,320.0
582.2,634.6,473.0,518.8,840.0
521.4,490.7,509.3,501.3,460.0
561.0,587.4,598.1,551.9,600.0
380.2,603.0,543.1,545.6,340.0
376.2,477.2,389.1,434.7,660.0
579.4,651.9,578.2,583.6,620.0
408.0,490.7,511.1,497.4,360.0
657.8,668.3,610.0,737.4,800.0
491.8,576.3,497.8,538.4,620.0
451.9,486.5,512.4,462.6,560.0
693.8,696.1,688.1,753.8,780.0
467.3,538.4,481.4,515.6,360.0
533.3,469.6,442.0,622.0,680.0
583.7,628.9,582.3,628.8,660.0
457.7,537.1,440.6,427.7,360.0
442.1,609.0,528.8,495.4,320.0
548.8,595.2,603.3,576.1,580.0
723.6,704.0,686.0,797.7,940.0
590.2,700.2,660.4,700.9,640.0
536.0,468.9,435.8,559.6,360.0
508.6,588.4,554.0,509.5,700.0
542.9,620.2,564.6,414.6,780.0
685.7,702.3,646.2,723.0,800.0
548.6,689.9,625.5,626.6,700.0
463.7,472.3,516.7,603.7,340.0
451.8,442.6,443.4,547.8,280.0
526.6,619.0,607.9,671.1,620.0
426.2,571.5,541.9,443.9,600.0
463.4,582.2,518.9,433.0,560.0
484.8,624.9,526.7,498.7,340.0
536.2,498.6,576.1,483.4,320.0
599.0,670.9,606.5,731.8,980.0
468.6,471.9,504.9,485.9,240.0
576.6,659.2,582.8,693.0,520.0
636.5,700.2,581.9,819.6,800.0
529.5,580.6,539.9,432.6,400.0
431.4,555.2,535.5,401.2,280.0
547.4,661.9,554.2,626.8,540.0
510.4,426.0,500.4,548.8,300.0
461.8,616.3,593.6,514.7,640.0
441.6,562.6,459.3,538.0,340.0
562.2,634.5,630.7,693.5,940.0
502.9,587.5,530.3,552.1,720.0
514.8,490.8,442.3,422.8,380.0
457.9,489.6,403.5,432.9,320.0
469.4,511.2,591.3,502.1,840.0
532.6,632.1,539.6,523.1,520.0
402.6,609.0,462.9,394.9,440.0
559.0,595.5,556.3,662.6,540.0
546.3,406.1,460.5,397.9,340.0
550.5,498.0,446.7,543.8,680.0
413.0,412.3,437.8,665.9,660.0
470.1,402.0,461.3,444.2,540.0
517.5,732.8,690.6,729.8,760.0
564.0,617.4,528.9,570.8,560.0
541.4,656.0,584.9,564.3,580.0
451.4,499.6,494.8,598.6,580.0
399.1,550.0,421.8,461.1,500.0
493.6,701.1,648.6,522.0,620.0
443.0,436.4,455.9,469.0,600.0
527.2,563.0,583.7,534.0,260.0
446.3,573.1,480.8,414.7,320.0
387.6,415.7,461.9,428.5,580.0
542.4,636.5,589.1,564.9,760.0
409.4,442.9,355.5,396.9,440.0
417.1,430.0,439.9,480.4,360.0
507.8,459.8,516.8,511.1,320.0
392.4,519.6,470.8,408.5,360.0
585.7,623.8,603.0,535.0,620.0
494.5,638.7,569.6,615.5,540.0
586.1,640.7,574.9,648.7,900.0
409.6,458.0,454.3,626.2,300.0
389.0,517.3,416.7,438.5,420.0
443.1,567.0,394.3,416.9,500.0
523.2,600.5,609.3,682.3,620.0
547.9,613.0,499.7,575.8,820.0
475.8,464.6,484.7,541.4,260.0
452.4,580.7,549.9,539.1,540.0
507.4,633.7,579.7,496.5,640.0
453.6,552.1,550.2,609.5,700.0
412.5,498.2,473.8,542.0,480.0
432.1,573.7,470.6,473.4,320.0
433.3,479.7,422.4,464.4,300.0
507.0,432.2,541.7,643.1,640.0
505.4,577.8,497.4,451.4,280.0
511.7,674.6,613.3,708.2,540.0
405.4,606.1,519.3,425.9,480.0
611.8,682.3,610.9,555.5,760.0
542.6,618.9,594.7,650.5,760.0
628.3,655.1,596.6,689.9,900.0
468.2,525.9,535.0,442.1,360.0
477.5,611.8,524.9,682.3,740.0
518.7,629.6,529.3,462.2,460.0
421.7,565.6,402.3,400.5,560.0
384.3,600.4,527.4,579.3,340.0
466.7,664.8,597.5,806.6,640.0
482.7,679.0,670.4,657.5,940.0
589.4,671.3,610.2,722.7,640.0
521.9,618.4,515.3,536.5,340.0
430.4,503.4,475.5,433.7,260.0
434.5,486.9,459.4,497.0,360.0
476.9,613.8,550.2,539.1,620.0
521.4,630.2,575.8,545.0,800.0
683.8,654.6,584.5,774.9,420.0
404.1,568.1,437.7,509.5,560.0
592.0,627.3,447.8,684.2,600.0
459.6,610.6,554.6,507.3,580.0
439.1,593.3,473.5,401.3,300.0
439.1,461.5,469.6,513.3,220.0
408.1,401.3,454.3,571.7,620.0
597.6,691.2,580.5,722.3,700.0
590.2,596.2,534.0,669.0,280.0
435.6,607.4,534.8,598.6,580.0
527.3,514.9,571.7,442.8,400.0
487.6,546.5,483.0,418.5,560.0
511.2,627.4,565.7,429.4,900.0
595.4,682.5,630.4,471.9,620.0
553.1,634.8,601.2,642.3,680.0
469.5,607.6,529.8,550.2,460.0
547.5,632.2,554.5,525.9,520.0
445.0,435.6,444.9,381.6,280.0
432.2,605.8,553.0,588.3,320.0
564.4,652.9,574.8,725.4,560.0
478.6,554.2,545.5,449.9,740.0
411.3,568.9,526.5,384.0,560.0
524.2,570.1,564.4,582.2,660.0
437.0,570.4,465.2,436.3,480.0
508.3,477.5,374.5,476.6,0.0
476.3,596.4,547.3,618.3,760.0
430.0,584.9,577.3,623.2,600.0
412.6,532.1,431.9,525.0,640.0
535.5,619.0,462.5,445.9,520.0
536.3,541.0,542.0,394.8,740.0
513.7,641.1,597.2,606.8,600.0
467.4,605.8,569.6,411.9,620.0
412.0,566.5,533.9,388.6,360.0
531.7,592.4,555.1,499.7,360.0
447.9,469.7,504.6,412.2,240.0
391.2,540.9,538.6,478.7,380.0
510.2,563.7,453.7,517.3,420.0
428.0,577.6,509.9,496.5,340.0
406.9,617.1,516.3,517.6,560.0
561.8,648.9,559.1,696.2,680.0
484.5,644.1,586.6,401.8,540.0
438.6,580.9,552.5,646.9,580.0
456.9,622.3,574.7,468.5,400.0
382.5,489.4,525.3,533.9,340.0
483.9,507.4,473.7,467.2,340.0
538.3,643.5,629.2,511.2,620.0
498.9,441.9,385.1,415.2,580.0
605.2,683.2,646.8,761.8,940.0
462.1,608.7,526.9,407.8,300.0
503.0,592.1,515.4,634.9,680.0
454.1,425.9,369.7,551.7,400.0
525.3,580.4,478.5,529.8,580.0
674.0,677.0,610.9,728.2,660.0
606.2,712.5,620.5,759.6,780.0
443.9,581.1,461.6,488.0,380.0
466.0,509.2,467.4,416.5,360.0
501.8,605.9,555.8,444.9,680.0
499.7,645.8,611.7,664.6,640.0
504.3,472.7,432.3,562.3,540.0
688.8,757.8,707.6,740.2,900.0
394.0,485.0,461.7,493.5,300.0
553.2,658.1,598.2,456.9,380.0
491.5,549.8,541.9,539.5,380.0
518.3,568.8,598.9,526.6,500.0
389.5,567.7,443.4,382.7,380.0
451.2,649.7,587.1,768.5,720.0
428.0,486.8,396.5,417.8,640.0
521.0,438.3,393.8,385.0,340.0
440.8,557.7,535.6,483.2,600.0
760.2,711.7,711.9,789.1,880.0
686.7,658.6,593.5,780.5,680.0
569.2,689.9,618.5,390.6,860.0
410.1,593.2,493.2,405.5,360.0
420.5,535.8,382.1,457.4,280.0
392.4,436.0,513.0,472.2,640.0
498.7,612.3,584.7,488.3,580.0
500.4,586.7,519.0,464.7,640.0
484.0,674.5,554.8,430.7,400.0
405.0,539.7,476.0,415.7,480.0
520.2,620.8,550.7,575.8,320.0
484.2,422.9,439.4,486.6,220.0
561.8,662.4,631.9,683.3,820.0
583.8,670.6,597.8,741.2,620.0
514.8,530.1,499.7,470.0,720.0
455.6,627.1,616.6,446.0,640.0
444.3,605.3,592.0,480.1,640.0
686.0,703.4,619.0,606.2,740.0
440.2,512.9,414.7,578.6,500.0
536.3,608.9,479.1,446.9,300.0
538.5,659.6,609.8,682.3,600.0
553.2,495.0,513.8,438.8,260.0
454.1,588.1,576.0,436.2,320.0
486.5,647.4,597.2,510.1,380.0
476.7,583.1,509.1,386.0,320.0
526.9,556.0,500.2,452.2,360.0
615.4,657.6,631.7,769.4,720.0
580.9,635.3,569.2,588.9,380.0
457.0,582.5,483.8,438.6,320.0
446.7,447.6,390.1,476.6,360.0
384.5,510.3,471.5,461.6,260.0
468.9,596.7,567.7,572.7,420.0
443.0,435.1,411.4,654.0,380.0
512.7,614.8,455.0,482.0,740.0
388.6,539.7,513.4,438.7,0.0
586.3,621.8,568.2,608.5,560.0
582.8,635.2,609.6,748.2,780.0
524.1,419.5,472.1,380.1,460.0
431.9,616.7,495.4,607.3,360.0
461.2,622.8,517.7,445.6,540.0
403.1,514.3,495.8,457.8,320.0
432.4,553.5,535.9,619.1,380.0
413.3,481.7,549.8,669.7,820.0
434.0,449.1,488.8,498.5,460.0
605.3,660.7,581.9,815.8,780.0
520.6,622.8,485.2,441.1,320.0
449.4,432.2,463.9,447.8,600.0
504.9,486.6,437.3,388.5,300.0
605.6,669.5,625.0,701.7,880.0
539.0,705.0,599.6,666.7,640.0
521.3,653.6,638.3,660.9,680.0
567.9,557.6,463.2,512.4,360.0
367.3,458.5,471.0,569.0,540.0
526.8,634.8,566.5,534.7,880.0
509.3,623.1,583.4,691.5,840.0
469.0,537.2,542.9,509.5,380.0
591.3,657.5,567.7,664.6,540.0
460.1,648.4,552.9,449.9,640.0
468.2,498.0,514.8,526.1,660.0
578.6,610.3,597.2,676.8,840.0
567.5,661.0,640.7,687.5,840.0
513.6,622.5,583.8,522.0,640.0
560.2,653.7,638.8,566.1,680.0
459.8,459.7,488.2,463.5,360.0
412.4,568.7,498.3,454.1,700.0
387.6,438.2,453.8,462.9,520.0
529.7,620.9,592.4,391.6,740.0
580.9,579.3,535.7,655.8,460.0
521.4,620.4,500.9,648.1,720.0
431.7,623.5,581.4,438.7,620.0
431.3,458.7,531.7,509.5,720.0
506.9,611.0,562.1,383.7,540.0
522.0,553.7,424.2,645.5,260.0
400.7,476.5,443.4,430.9,360.0
498.9,516.0,548.5,529.0,340.0
576.4,625.4,551.5,536.2,580.0
415.8,569.8,577.4,617.9,460.0
404.2,556.8,429.5,591.6,540.0
484.8,464.5,507.7,483.0,760.0
