ID,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_MT,NU_NOTA_REDACAO
4671,631.1,651.1,776.3,660.0
4672,605.6,667.6,747.5,640.0
4673,577.6,677.5,496.5,860.0
4674,450.6,590.6,487.3,480.0
4675,407.7,516.0,381.6,260.0
4676,420.4,629.8,532.8,580.0
4677,484.1,541.8,710.9,720.0
4678,426.8,510.1,379.1,0.0
4679,425.8,623.3,743.8,720.0
4680,475.6,583.5,456.2,580.0
4681,588.3,620.9,558.0,660.0
4682,428.7,445.8,403.5,920.0
4683,507.8,557.3,623.0,460.0
4684,628.4,643.4,630.8,800.0
4685,505.2,524.9,475.8,520.0
4686,468.4,463.8,376.1,560.0
4687,698.0,668.8,719.1,920.0
4688,520.3,605.3,669.8,540.0
4689,527.9,646.5,614.2,660.0
4690,380.1,547.7,514.0,280.0
4691,496.1,589.2,517.3,380.0
4692,453.5,448.4,444.4,280.0
4693,395.1,501.3,436.2,340.0
4694,420.4,562.2,495.2,560.0
4695,499.2,566.2,502.4,520.0
4696,619.4,671.8,661.9,840.0
4697,509.0,621.1,680.1,740.0
4698,517.9,644.8,471.6,500.0
4699,529.6,402.1,500.6,540.0
4700,411.2,511.1,490.2,520.0
4701,592.4,662.4,638.1,800.0
4702,505.7,556.9,510.4,380.0
4703,548.3,653.6,553.0,600.0
4704,451.7,467.9,480.9,340.0
4705,499.5,521.4,448.7,300.0
4706,443.3,502.0,502.1,320.0
4707,467.2,533.5,388.2,700.0
4708,452.8,610.9,598.9,560.0
4709,410.7,598.1,437.7,320.0
4710,455.7,613.8,462.6,500.0
4711,554.3,639.8,584.8,600.0
4712,556.9,637.5,724.0,840.0
4713,524.0,429.4,468.6,860.0
4714,793.8,742.7,996.1,920.0
4715,509.2,577.6,405.8,760.0
4716,513.3,577.3,595.2,580.0
4717,712.7,712.2,814.3,900.0
4718,568.9,599.2,473.8,680.0
4719,545.8,684.2,690.0,680.0
4720,556.9,646.0,641.9,560.0
4721,457.6,553.0,468.7,400.0
4722,736.3,717.2,889.7,900.0
4723,742.6,725.3,849.0,920.0
4724,446.1,524.8,512.9,300.0
4725,483.7,564.4,614.2,880.0
4726,469.9,546.5,456.7,340.0
4727,626.3,614.8,563.9,960.0
4728,423.6,459.7,400.7,0.0
4729,556.1,635.1,508.4,640.0
4730,412.8,565.7,450.3,300.0
4731,465.5,628.2,539.9,880.0
4732,391.3,458.7,434.2,280.0
4733,441.6,464.8,415.8,520.0
4734,434.1,459.6,472.8,700.0
4735,476.4,439.8,592.2,540.0
4736,449.9,595.1,447.8,560.0
4737,553.6,660.9,693.1,580.0
4738,582.1,579.2,462.1,400.0
4739,486.2,599.4,554.6,0.0
4740,418.8,542.3,475.1,340.0
4741,688.8,718.5,808.0,880.0
4742,607.5,577.3,571.5,620.0
4743,418.4,498.9,620.7,540.0
4744,611.0,681.2,694.2,720.0
4745,534.1,645.6,732.6,520.0
4746,490.6,505.3,444.6,680.0
4747,510.2,640.5,531.9,640.0
4748,430.8,425.5,790.3,360.0
4749,400.6,464.2,418.3,480.0
4750,421.6,438.0,519.3,360.0
4751,555.3,644.6,417.8,800.0
4752,454.3,592.7,380.1,440.0
4753,490.7,562.6,546.6,480.0
4754,369.2,477.5,434.0,460.0
4755,601.1,671.0,659.8,660.0
4756,488.4,633.8,622.7,460.0
4757,524.0,628.2,618.7,620.0
4758,424.2,429.6,395.7,340.0
4759,422.2,581.9,560.6,320.0
4760,489.1,641.2,607.9,520.0
4761,580.3,667.6,714.1,820.0
4762,470.6,570.8,450.1,680.0
4763,578.2,674.1,706.8,920.0
4764,576.6,626.6,472.9,680.0
4765,422.7,461.8,393.0,220.0
4766,549.9,651.9,623.2,900.0
4767,580.5,636.4,719.6,580.0
4768,446.8,646.1,553.6,580.0
4769,499.2,638.1,654.7,640.0
4770,420.4,470.5,470.9,200.0
4771,433.2,623.2,418.2,280.0
4772,582.4,526.5,453.4,300.0
4773,425.7,542.8,568.5,540.0
4774,595.8,649.1,570.6,700.0
4775,441.9,580.4,553.1,520.0
4776,450.1,517.6,640.6,620.0
4777,535.3,642.2,445.8,340.0
4778,622.7,657.2,529.6,620.0
4779,668.2,669.7,782.9,920.0
4780,552.9,633.5,576.0,360.0
4781,497.1,614.6,688.1,600.0
4782,421.6,500.9,533.4,500.0
4783,684.3,703.5,757.0,780.0
4784,429.4,508.3,389.5,320.0
4785,494.4,620.1,602.9,360.0
4786,568.6,656.6,675.9,580.0
4787,585.9,412.7,554.8,620.0
4788,454.2,629.0,519.3,560.0
4789,468.6,629.4,542.3,620.0
4790,414.8,460.4,458.1,560.0
4791,437.9,536.2,419.1,280.0
4792,417.0,612.5,399.0,340.0
4793,472.5,595.7,686.9,880.0
4794,450.7,545.0,491.5,640.0
4795,363.5,472.3,551.3,340.0
4796,526.9,575.7,466.5,900.0
4797,459.3,609.3,633.6,620.0
4798,442.5,565.3,400.8,380.0
4799,424.3,476.7,434.3,400.0
4800,537.7,655.4,670.5,900.0
4801,462.5,454.6,413.5,480.0
4802,416.9,408.1,425.7,340.0
4803,517.2,622.9,715.8,940.0
4804,434.4,547.7,523.7,540.0
4805,538.8,654.0,421.9,520.0
4806,604.6,620.4,473.6,380.0
4807,506.4,650.3,612.5,640.0
4808,368.6,571.4,513.2,280.0
4809,509.5,653.9,705.3,800.0
4810,699.0,697.7,765.4,840.0
4811,405.7,545.1,407.4,300.0
4812,564.2,691.6,572.5,920.0
4813,386.2,452.8,488.6,280.0
4814,405.8,619.2,462.0,560.0
4815,452.5,426.4,462.3,420.0
4816,418.4,481.6,543.2,320.0
4817,415.3,412.9,411.4,300.0
4818,466.1,503.5,630.6,560.0
4819,452.4,469.2,500.1,720.0
4820,587.3,708.8,736.1,780.0
4821,554.9,533.8,532.1,340.0
4822,525.7,613.0,456.7,640.0
4823,472.6,607.6,439.9,540.0
4824,422.6,513.7,419.9,320.0
4825,495.9,509.6,390.1,620.0
4826,415.7,456.9,565.5,520.0
4827,671.9,709.3,620.5,760.0
4828,461.5,528.2,434.1,400.0
4829,565.5,626.1,635.1,680.0
4830,566.7,646.3,582.1,640.0
4831,420.3,425.8,428.3,320.0
4832,418.8,438.4,398.1,280.0
4833,563.9,649.9,539.6,860.0
4834,467.1,459.2,566.6,500.0
4835,575.5,585.4,581.0,0.0
4836,643.4,684.7,710.6,760.0
4837,450.7,574.8,453.0,760.0
4838,561.1,656.0,651.2,600.0
4839,504.0,653.9,723.0,600.0
4840,467.1,430.1,450.9,640.0
4841,615.9,637.9,705.3,820.0
4842,431.7,494.6,506.6,320.0
4843,544.7,616.0,585.1,920.0
4844,576.8,487.8,580.3,520.0
4845,435.3,557.6,619.0,600.0
4846,580.7,682.2,736.5,680.0
4847,577.4,662.0,717.9,760.0
4848,515.5,603.8,504.2,360.0
4849,504.3,627.5,429.4,340.0
4850,423.2,458.5,514.1,360.0
4851,466.6,629.5,590.4,620.0
4852,514.2,600.4,384.9,720.0
4853,529.2,633.3,459.2,820.0
4854,421.5,608.6,534.2,560.0
4855,456.5,617.1,462.3,520.0
4856,612.5,656.2,600.1,940.0
4857,628.0,608.6,673.1,540.0
4858,567.0,644.2,517.9,880.0
4859,615.1,678.9,542.3,740.0
4860,679.5,674.5,749.9,840.0
4861,479.6,662.3,648.8,880.0
4862,565.0,628.1,571.5,540.0
4863,513.1,601.0,629.1,600.0
4864,508.1,520.9,514.9,580.0
4865,382.8,620.2,434.3,360.0
4866,380.9,562.9,488.6,400.0
4867,471.1,637.0,574.5,600.0
4868,414.1,551.2,482.3,640.0
4869,548.2,507.8,427.3,560.0
4870,656.0,675.3,651.6,920.0
4871,497.2,569.5,600.7,540.0
4872,438.1,499.9,447.7,340.0
4873,472.0,468.3,433.0,400.0
4874,448.4,596.4,534.2,400.0
4875,395.1,493.4,642.6,540.0
4876,396.0,534.3,465.0,400.0
4877,553.9,467.2,422.1,580.0
4878,448.8,537.2,541.2,360.0
4879,607.0,639.6,528.6,600.0
4880,596.8,642.0,703.3,800.0
4881,553.4,615.2,721.2,540.0
4882,528.5,644.7,440.2,460.0
4883,538.6,629.6,512.1,880.0
4884,471.5,588.7,544.1,300.0
4885,498.3,452.2,460.1,0.0
4886,597.8,620.8,686.6,680.0
4887,651.6,733.7,912.8,940.0
4888,553.7,616.5,571.3,520.0
4889,571.5,659.4,539.8,540.0
4890,528.0,625.9,495.8,480.0
4891,421.9,530.8,436.9,680.0
4892,545.9,631.4,410.6,280.0
4893,489.3,620.4,489.8,300.0
4894,501.3,603.3,576.2,640.0
4895,600.7,685.2,756.9,800.0
4896,424.3,588.8,477.2,480.0
4897,454.2,582.7,461.6,340.0
4898,413.5,429.0,449.0,420.0
4899,415.7,569.0,478.4,280.0
4900,542.5,672.3,647.9,840.0
4901,430.1,551.7,574.9,300.0
4902,705.1,702.8,741.6,920.0
4903,434.0,619.3,547.9,620.0
4904,641.0,628.0,548.3,560.0
4905,521.3,456.9,509.9,480.0
4906,431.8,565.8,489.3,600.0
4907,628.7,676.0,716.5,640.0
4908,516.8,643.5,701.5,600.0
4909,408.7,567.2,533.2,640.0
4910,596.6,642.9,744.8,580.0
4911,469.0,543.1,520.0,380.0
4912,643.4,687.2,700.4,800.0
4913,581.9,645.2,670.8,740.0
4914,431.8,587.3,380.9,360.0
4915,379.5,582.9,518.3,400.0
4916,580.8,678.5,713.2,860.0
4917,417.1,470.7,470.9,320.0
4918,468.8,571.8,481.9,320.0
4919,511.7,566.0,447.1,340.0
4920,580.4,640.8,614.3,560.0
4921,524.4,599.8,536.1,800.0
4922,639.9,664.8,757.8,840.0
4923,443.9,504.3,490.5,460.0
4924,434.4,492.4,414.6,360.0
4925,541.9,634.9,736.6,820.0
4926,487.5,485.6,571.6,380.0
4927,429.5,419.5,399.9,340.0
4928,440.2,510.3,387.5,440.0
4929,460.5,651.1,659.9,680.0
4930,514.6,459.6,640.7,600.0
4931,487.9,478.4,665.2,240.0
4932,471.4,632.0,585.1,840.0
4933,431.0,595.0,443.6,560.0
4934,439.5,471.9,379.2,600.0
4935,411.8,574.5,481.9,360.0
4936,467.4,529.9,512.1,400.0
4937,517.8,600.6,716.7,900.0
4938,548.0,601.3,439.2,600.0
4939,538.5,629.8,400.6,680.0
4940,556.9,662.4,605.8,620.0
4941,410.1,505.7,418.3,560.0
4942,512.3,468.7,451.8,620.0
4943,512.6,500.9,477.3,680.0
4944,547.6,616.4,409.9,360.0
4945,482.0,516.1,478.8,480.0
4946,513.2,589.8,471.7,800.0
4947,397.4,572.5,483.7,440.0
4948,527.8,651.0,702.8,640.0
4949,423.5,564.7,520.3,600.0
4950,427.5,513.9,516.4,380.0
4951,598.4,653.3,561.2,800.0
4952,578.3,641.5,600.5,520.0
4953,438.3,410.7,721.8,660.0
4954,458.6,530.4,480.5,300.0
4955,679.7,715.8,898.6,980.0
4956,679.8,680.2,736.7,940.0
4957,526.4,640.1,726.1,480.0
4958,555.5,500.0,501.5,600.0
4959,514.2,552.1,478.6,560.0
4960,461.7,448.0,520.7,0.0
4961,451.9,614.3,390.0,400.0
4962,471.7,583.9,649.0,680.0
4963,505.8,530.6,482.5,360.0
4964,445.1,636.9,594.0,360.0
4965,627.7,682.7,707.7,800.0
4966,671.8,645.1,588.6,640.0
4967,493.6,621.0,643.2,680.0
4968,513.4,518.9,422.5,480.0
4969,388.6,572.5,445.6,300.0
4970,456.9,497.7,510.5,580.0
4971,406.1,402.5,540.6,500.0
4972,447.8,524.5,439.4,600.0
4973,537.7,669.9,772.2,580.0
4974,430.3,494.0,393.0,320.0
4975,656.3,688.5,771.7,700.0
4976,469.6,573.5,491.8,320.0
4977,536.6,460.3,522.3,760.0
4978,522.9,612.9,566.5,580.0
4979,578.6,636.6,573.0,820.0
4980,469.3,674.9,674.7,640.0
4981,497.2,574.4,370.2,560.0
4982,381.7,515.3,540.9,540.0
4983,389.9,0.0,499.8,380.0
4984,400.3,598.5,426.6,440.0
4985,449.0,594.1,637.1,640.0
4986,510.2,550.8,514.6,500.0
4987,551.7,608.9,526.9,520.0
4988,492.4,513.2,538.8,560.0
4989,515.9,578.5,627.8,300.0
4990,546.3,541.7,484.7,520.0
4991,483.0,451.4,381.3,320.0
4992,475.4,605.9,560.3,540.0
4993,430.4,624.1,523.6,560.0
4994,418.7,559.1,458.9,340.0
4995,447.9,639.8,588.0,620.0
4996,421.6,619.6,622.5,620.0
4997,556.3,439.0,505.6,760.0
4998,453.6,602.9,505.6,300.0
4999,479.3,565.1,597.1,540.0
5000,482.4,534.4,455.4,360.0
5001,513.7,610.6,544.5,560.0
5002,479.4,481.5,427.1,340.0
5003,555.8,661.5,638.2,700.0
5004,458.0,500.3,659.6,480.0
5005,458.6,416.3,414.9,0.0
5006,561.2,637.0,710.3,600.0
5007,512.9,505.1,386.8,0.0
5008,470.5,592.0,579.5,400.0
5009,494.6,482.2,440.4,600.0
5010,700.0,707.4,754.9,980.0
5011,466.6,576.6,453.5,300.0
5012,515.8,503.9,401.4,540.0
5013,547.6,663.5,619.6,640.0
5014,437.4,438.9,411.1,560.0
5015,469.9,411.2,496.7,800.0
5016,672.7,700.9,704.6,860.0
5017,564.9,643.9,669.7,520.0
5018,492.6,556.3,418.6,340.0
5019,391.1,424.3,491.4,340.0
5020,412.8,534.2,496.6,560.0
5021,455.1,681.8,729.2,780.0
5022,419.1,554.7,482.0,440.0
5023,400.1,564.6,497.1,300.0
5024,584.0,679.5,640.5,800.0
5025,413.3,556.3,467.4,540.0
5026,610.1,657.8,599.9,640.0
5027,390.3,616.0,539.9,340.0
5028,502.3,632.1,636.0,600.0
5029,460.0,483.7,418.2,340.0
5030,635.9,661.4,685.6,760.0
5031,496.1,670.8,639.5,540.0
5032,452.2,535.6,608.6,600.0
5033,540.1,509.8,491.9,280.0
5034,468.4,578.6,587.8,300.0
5035,422.8,549.1,456.0,340.0
5036,446.0,444.7,539.7,380.0
5037,584.6,646.8,629.6,680.0
5038,398.0,569.3,533.1,380.0
5039,518.5,576.5,587.3,480.0
5040,609.7,646.6,661.1,680.0
5041,411.9,597.7,496.9,660.0
5042,476.4,662.0,520.1,520.0
5043,373.3,553.7,598.1,600.0
5044,545.0,495.6,412.6,340.0
5045,387.7,453.9,476.2,660.0
5046,493.1,560.8,542.8,800.0
5047,461.8,589.0,612.0,620.0
5048,499.1,663.2,535.1,720.0
5049,560.1,500.5,482.7,600.0
5050,593.2,660.0,688.3,600.0
5051,446.0,599.5,511.3,600.0
5052,408.9,584.6,532.6,340.0
5053,530.5,441.1,526.6,540.0
5054,548.8,630.0,533.4,780.0
5055,453.6,582.0,579.1,580.0
5056,399.2,532.0,445.7,280.0
5057,525.8,624.1,573.0,780.0
5058,459.6,648.6,435.5,480.0
5059,387.2,398.5,478.3,360.0
5060,445.9,554.3,417.8,380.0
5061,453.4,613.4,495.6,280.0
5062,495.3,573.2,464.3,720.0
5063,551.4,578.4,565.6,480.0
5064,519.1,627.4,453.3,500.0
5065,491.2,609.8,435.6,560.0
5066,441.8,518.1,407.5,520.0
5067,481.4,538.5,525.0,220.0
5068,402.8,591.2,520.2,360.0
5069,591.1,632.7,714.1,780.0
5070,480.6,674.0,623.2,600.0
5071,511.2,475.3,565.0,300.0
5072,423.0,507.5,485.8,260.0
5073,445.0,451.4,526.1,220.0
5074,459.1,561.9,478.2,460.0
5075,407.2,528.4,529.4,500.0
5076,404.7,577.2,529.4,500.0
5077,652.8,689.6,672.3,620.0
5078,504.7,611.6,431.4,520.0
5079,423.4,537.0,412.9,400.0
5080,518.3,634.5,533.2,360.0
5081,551.8,615.5,582.2,460.0
5082,557.1,686.5,758.4,580.0
5083,588.7,644.2,570.8,760.0
5084,416.4,538.0,493.0,320.0
5085,573.3,634.6,520.1,360.0
5086,601.3,655.3,723.1,480.0
5087,546.6,573.2,580.7,880.0
5088,524.2,630.5,516.3,720.0
5089,574.2,565.1,469.6,400.0
5090,638.7,453.1,633.2,780.0
5091,477.2,573.1,472.0,620.0
5092,409.2,675.8,731.9,540.0
5093,462.2,550.6,375.3,500.0
5094,445.0,412.7,418.0,320.0
5095,496.4,491.2,432.9,0.0
5096,432.9,544.5,374.7,360.0
5097,433.9,626.1,498.5,380.0
5098,659.1,693.5,813.7,940.0
5099,584.0,574.4,513.1,760.0
5100,579.9,632.5,580.6,900.0
5101,623.1,618.3,589.9,920.0
5102,576.6,647.3,625.4,640.0
5103,519.0,592.6,567.4,600.0
5104,567.4,632.7,621.9,340.0
5105,542.9,629.6,432.7,460.0
5106,463.1,529.6,421.3,340.0
5107,383.5,552.6,460.9,500.0
5108,443.5,518.6,516.4,740.0
5109,557.9,609.7,463.5,440.0
5110,488.1,472.6,441.9,360.0
5111,460.2,589.1,473.2,400.0
5112,423.2,460.4,400.1,300.0
5113,458.7,586.4,470.6,340.0
5114,518.9,575.0,435.6,620.0
5115,392.3,553.5,475.4,380.0
5116,519.4,649.4,490.7,780.0
5117,475.6,579.6,511.8,520.0
5118,635.1,672.2,634.5,780.0
5119,547.3,672.5,490.5,600.0
5120,483.1,616.9,478.1,420.0
5121,631.2,688.8,542.7,600.0
5122,413.3,552.6,545.1,480.0
5123,462.7,615.7,542.1,540.0
5124,388.5,619.4,515.3,420.0
5125,431.6,661.5,702.9,740.0
5126,403.6,542.2,543.0,560.0
5127,509.1,598.1,493.6,500.0
5128,383.7,482.3,447.7,440.0
5129,525.3,592.8,528.9,400.0
5130,437.3,468.7,505.6,400.0
5131,580.2,673.9,722.6,400.0
5132,479.5,582.9,546.3,480.0
5133,485.2,563.7,537.3,320.0
5134,447.4,487.1,522.0,420.0
5135,493.2,621.0,557.6,580.0
5136,478.6,577.2,641.6,340.0
5137,555.2,634.0,654.9,420.0
5138,664.1,670.6,618.6,800.0
5139,510.8,648.9,553.0,760.0
5140,560.7,621.8,584.0,740.0
5141,443.3,414.8,427.5,320.0
5142,561.8,400.5,650.6,440.0
5143,476.2,570.5,393.3,520.0
5144,484.9,593.7,471.9,580.0
5145,547.0,550.4,705.9,800.0
5146,483.8,526.1,511.8,340.0
5147,543.6,545.6,511.6,840.0
5148,393.9,490.9,385.5,480.0
5149,492.1,557.4,384.2,400.0
5150,622.9,691.2,734.6,640.0
5151,449.2,506.7,509.9,540.0
5152,388.3,606.1,460.3,640.0
5153,550.5,561.9,542.4,560.0
5154,423.7,519.0,517.6,320.0
5155,527.6,565.8,576.1,540.0
5156,462.7,510.8,408.4,360.0
5157,447.4,460.5,436.0,600.0
5158,420.7,578.9,490.7,700.0
5159,429.2,430.0,424.5,300.0
5160,473.3,520.7,491.6,540.0
5161,454.0,656.2,500.0,380.0
5162,443.7,423.7,400.1,400.0
5163,433.8,622.4,535.9,500.0
5164,544.5,551.4,498.4,280.0
5165,529.0,521.6,475.1,660.0
5166,414.2,564.8,445.2,600.0
5167,410.7,607.7,517.7,380.0
5168,504.0,618.1,566.0,680.0
5169,420.2,533.1,525.8,360.0
5170,548.6,629.5,528.5,760.0
5171,475.9,596.2,562.2,360.0
5172,595.5,679.3,822.0,900.0
5173,448.6,563.9,403.9,400.0
5174,665.6,698.4,780.8,780.0
5175,555.7,655.0,515.7,380.0
5176,449.6,590.0,404.6,860.0
5177,492.7,644.5,694.1,540.0
5178,557.7,661.3,430.9,800.0
5179,544.5,622.5,567.7,360.0
5180,578.6,634.2,595.3,720.0
5181,470.2,645.1,529.4,520.0
5182,523.8,540.8,565.0,0.0
5183,433.9,615.6,571.4,440.0
5184,433.8,567.4,385.5,360.0
5185,673.7,710.7,707.8,900.0
5186,496.7,583.2,400.7,760.0
5187,510.8,462.4,404.0,700.0
5188,556.3,643.9,697.6,360.0
5189,422.8,605.3,582.7,340.0
5190,551.2,710.6,794.0,780.0
5191,578.9,646.1,493.7,800.0
5192,498.9,625.3,567.0,420.0
5193,503.5,569.6,585.7,280.0
5194,535.1,578.6,444.5,600.0
5195,445.8,563.5,477.6,540.0
5196,509.0,612.2,499.2,400.0
5197,561.6,659.9,541.5,600.0
5198,610.6,658.6,620.7,740.0
5199,383.4,472.4,486.1,720.0
5200,456.4,606.8,592.2,520.0
5201,613.6,650.5,692.4,520.0
5202,397.1,506.0,438.4,300.0
5203,592.0,663.3,729.6,560.0
5204,404.9,411.6,483.5,280.0
5205,489.4,501.2,577.0,420.0
5206,378.4,446.2,533.3,320.0
5207,438.5,505.7,485.8,440.0
5208,467.8,587.3,442.5,360.0
5209,522.4,636.2,659.8,680.0
5210,458.1,625.8,568.7,560.0
5211,467.1,598.5,646.8,340.0
5212,579.6,665.0,674.7,920.0
5213,388.8,535.0,393.1,280.0
5214,524.6,435.6,463.9,320.0
5215,468.2,409.8,450.0,460.0
5216,554.5,650.6,548.2,340.0
5217,500.4,520.9,422.7,500.0
5218,533.5,620.5,574.5,680.0
5219,417.6,611.8,570.6,400.0
5220,371.7,532.5,563.8,740.0
5221,585.3,646.2,673.1,560.0
5222,445.9,596.5,677.8,400.0
5223,566.1,649.3,698.9,620.0
5224,551.4,607.5,706.8,480.0
5225,472.8,566.8,432.8,620.0
5226,484.8,542.0,560.1,360.0
5227,442.2,524.5,418.2,280.0
5228,533.9,682.9,498.0,640.0
5229,511.8,554.4,494.3,480.0
5230,416.7,431.4,490.6,400.0
5231,512.7,405.4,457.4,320.0
5232,596.6,693.1,649.2,740.0
5233,451.6,640.8,655.3,600.0
5234,451.5,626.4,625.4,600.0
5235,388.3,445.4,427.3,320.0
5236,569.8,618.6,580.9,480.0
5237,633.6,682.4,677.4,940.0
5238,524.9,511.6,478.9,920.0
5239,566.5,651.6,632.3,660.0
5240,477.9,582.7,434.7,560.0
5241,614.3,672.4,676.2,820.0
5242,521.8,655.4,494.2,640.0
5243,649.9,719.4,674.9,900.0
5244,461.9,585.0,594.5,480.0
5245,499.0,464.8,460.9,380.0
5246,604.4,653.3,592.2,780.0
5247,560.5,639.6,506.1,940.0
5248,634.6,727.9,738.0,860.0
5249,487.0,555.0,639.8,580.0
5250,489.2,509.9,515.8,400.0
5251,386.9,442.2,410.8,260.0
5252,609.4,632.2,619.2,800.0
5253,516.2,615.6,709.0,600.0
5254,382.5,566.2,461.5,360.0
5255,592.7,626.8,525.9,740.0
5256,407.3,478.6,542.8,700.0
5257,407.6,580.2,430.9,560.0
5258,504.1,505.3,527.0,560.0
5259,587.9,659.0,700.5,680.0
5260,614.7,642.2,615.0,780.0
5261,577.0,660.3,611.9,640.0
5262,573.6,425.6,487.1,200.0
5263,653.8,709.6,770.6,860.0
5264,469.4,617.4,370.8,360.0
5265,579.9,631.8,630.2,820.0
5266,519.1,577.2,567.1,320.0
5267,472.6,554.3,560.9,420.0
5268,595.8,641.7,629.1,820.0
5269,550.1,569.3,596.9,600.0
5270,421.2,451.5,435.0,580.0
5271,464.3,506.9,532.4,440.0
5272,425.9,514.6,415.0,520.0
5273,552.0,644.5,615.9,400.0
5274,564.4,588.7,513.7,520.0
5275,502.0,629.9,632.2,360.0
5276,578.6,616.5,571.9,580.0
5277,428.7,577.9,525.4,600.0
5278,451.3,494.9,563.7,600.0
5279,514.7,627.1,493.6,620.0
5280,460.1,601.5,502.8,340.0
5281,532.4,653.2,549.7,380.0
5282,471.4,612.1,527.4,640.0
5283,536.0,522.3,510.8,260.0
5284,487.5,496.5,567.1,680.0
5285,484.7,580.9,552.2,520.0
5286,555.7,579.0,449.2,340.0
5287,441.4,473.4,601.8,440.0
5288,688.9,609.9,619.8,860.0
5289,482.1,640.3,414.8,800.0
5290,477.1,589.4,562.8,620.0
5291,422.7,456.0,484.0,640.0
5292,533.2,578.5,499.5,560.0
5293,610.8,685.0,563.2,760.0
5294,422.0,478.8,424.0,340.0
5295,425.6,547.6,529.8,340.0
5296,376.3,583.3,452.1,480.0
5297,503.4,471.1,372.8,220.0
5298,432.9,523.4,401.3,340.0
5299,452.9,444.9,428.3,420.0
5300,571.1,645.8,608.8,600.0
5301,659.5,675.5,688.5,900.0
5302,574.3,550.5,457.4,540.0
5303,502.8,570.9,526.0,500.0
5304,527.2,605.6,509.5,520.0
5305,485.1,623.2,517.7,480.0
5306,410.7,484.9,481.6,300.0
5307,538.0,561.7,547.2,600.0
5308,437.8,436.5,493.4,480.0
5309,507.4,595.1,634.7,360.0
5310,407.7,398.4,451.6,300.0
5311,472.9,583.5,553.5,320.0
5312,493.6,536.2,679.1,600.0
5313,454.4,561.8,385.5,600.0
5314,663.8,657.5,744.3,700.0
5315,403.1,611.4,510.1,440.0
5316,580.0,667.2,565.3,660.0
5317,469.2,467.5,495.2,260.0
5318,546.4,633.6,644.9,580.0
5319,509.0,408.7,559.1,440.0
5320,562.1,661.4,613.2,780.0
5321,471.5,616.4,381.7,440.0
5322,558.9,615.3,586.7,760.0
5323,642.5,664.7,722.0,720.0
5324,499.5,574.4,591.7,340.0
5325,618.3,670.8,701.0,800.0
5326,508.9,448.0,420.5,460.0
5327,446.1,629.7,528.0,480.0
5328,424.1,489.1,446.4,440.0
5329,464.2,453.6,401.0,340.0
5330,486.4,661.3,631.7,720.0
5331,415.0,604.2,529.3,600.0
5332,493.1,485.4,474.9,680.0
5333,410.1,460.6,420.9,320.0
5334,508.7,483.8,418.4,500.0
5335,563.2,616.4,575.7,920.0
5336,428.3,469.0,449.6,580.0
5337,519.7,659.1,541.6,520.0
5338,473.9,425.3,522.4,600.0
5339,480.6,640.2,535.5,600.0
5340,473.2,519.9,400.9,580.0
5341,387.3,403.5,489.5,260.0
5342,540.3,612.8,599.4,400.0
5343,421.9,680.7,597.9,660.0
5344,504.2,564.6,553.9,340.0
5345,633.0,614.7,481.4,780.0
5346,382.3,557.0,501.7,740.0
5347,602.2,642.2,718.5,940.0
5348,557.9,605.0,552.5,360.0
5349,470.2,613.5,636.0,880.0
5350,377.9,468.9,394.1,640.0
5351,475.4,649.2,623.9,600.0
5352,517.4,477.9,543.9,720.0
5353,587.8,685.7,558.2,940.0
5354,562.6,653.9,669.9,480.0
5355,692.4,713.1,771.0,940.0
5356,411.1,543.8,423.8,600.0
5357,505.7,621.2,622.9,800.0
5358,366.1,403.7,388.2,320.0
5359,431.2,469.9,513.3,400.0
5360,578.7,655.3,483.7,540.0
5361,458.7,516.6,503.4,320.0
5362,546.9,614.7,514.6,520.0
5363,530.0,560.0,562.4,600.0
5364,519.1,546.2,446.5,480.0
5365,550.4,618.0,513.4,640.0
5366,449.0,569.3,445.8,340.0
5367,392.6,461.4,478.8,240.0
5368,546.0,624.3,544.4,880.0
5369,591.2,607.9,660.6,820.0
5370,586.8,648.7,713.8,840.0
5371,545.2,618.9,607.5,740.0
5372,565.4,633.1,689.5,780.0
5373,672.4,678.5,785.4,700.0
5374,530.1,484.9,547.0,420.0
5375,465.7,591.9,379.8,620.0
5376,510.4,585.8,392.1,640.0
5377,594.0,398.0,443.5,820.0
5378,554.2,647.6,465.8,680.0
5379,497.9,613.0,658.5,860.0
5380,503.7,504.4,519.2,900.0
5381,445.0,546.2,547.9,340.0
5382,568.1,632.5,464.1,580.0
5383,457.5,567.8,388.7,400.0
5384,530.4,620.6,442.0,440.0
5385,426.5,575.2,446.6,340.0
5386,368.4,472.7,385.2,340.0
5387,441.2,612.6,537.8,300.0
5388,525.5,574.0,482.2,480.0
5389,445.9,625.6,582.8,540.0
5390,384.8,450.1,426.3,360.0
5391,509.9,501.9,492.8,340.0
5392,516.2,616.8,419.5,700.0
5393,644.5,674.1,730.8,680.0
5394,574.4,613.0,465.3,600.0
5395,500.0,608.1,448.1,480.0
5396,587.6,676.3,728.6,840.0
5397,560.7,640.0,579.2,680.0
5398,472.9,645.6,634.5,740.0
5399,474.3,603.3,428.7,520.0
5400,488.9,607.6,475.7,600.0
5401,467.5,632.4,468.1,620.0
5402,561.0,592.0,536.4,580.0
5403,394.1,535.3,384.0,500.0
5404,450.9,601.2,491.7,320.0
